20121024T,45.0,45.0,45.0,45.0,0
20121025T,41.0,41.0,41.0,41.0,0
20121026T,40.0,40.0,40.0,40.0,0
20121031T,45.0,45.0,45.0,45.0,0
20121101T,50.0,50.0,50.0,50.0,0
20121102T,50.0,50.0,50.0,50.0,0
20121105T,46.0,46.0,46.0,46.0,0
20121106T,47.0,47.0,47.0,47.0,0
20121107T,45.0,45.0,45.0,45.0,0
20121108T,40.0,40.0,40.0,40.0,0
20121109T,39.0,39.0,39.0,39.0,0
20121112T,35.0,35.0,35.0,35.0,0
20121113T,37.0,37.0,37.0,37.0,0
20121114T,31.0,31.0,31.0,31.0,0
20121115T,28.0,28.0,28.0,28.0,0
20121116T,28.0,28.0,28.0,28.0,0
20121119T,38.0,38.0,38.0,38.0,0
20121120T,42.0,42.0,42.0,42.0,0
20121121T,39.0,39.0,39.0,39.0,0
20121123T,47.0,47.0,47.0,47.0,0
20121126T,47.0,47.0,47.0,47.0,0
20121127T,49.0,49.0,49.0,49.0,0
20121128T,49.0,49.0,49.0,49.0,0
20121129T,52.0,52.0,52.0,52.0,0
20121130T,50.0,50.0,50.0,50.0,0
20121203T,45.0,45.0,45.0,45.0,0
20121204T,45.0,45.0,45.0,45.0,0
20121205T,45.0,45.0,45.0,45.0,0
20121206T,45.0,45.0,45.0,45.0,0
20121207T,51.0,51.0,51.0,51.0,0
20121210T,55.0,55.0,55.0,55.0,0
20121211T,55.0,55.0,55.0,55.0,0
20121212T,58.0,58.0,58.0,58.0,0
20121213T,60.0,60.0,60.0,60.0,0
20121214T,57.0,57.0,57.0,57.0,0
20121217T,64.0,64.0,64.0,64.0,0
20121218T,67.0,67.0,67.0,67.0,0
20121219T,64.0,64.0,64.0,64.0,0
20121220T,59.0,59.0,59.0,59.0,0
20121221T,56.0,56.0,56.0,56.0,0
20121224T,51.0,51.0,51.0,51.0,0
20121226T,58.0,58.0,58.0,58.0,0
20121227T,58.0,58.0,58.0,58.0,0
20121228T,66.0,66.0,66.0,66.0,0
20121231T,66.0,66.0,66.0,66.0,0
20130102T,68.0,68.0,68.0,68.0,0
20130103T,69.0,69.0,69.0,69.0,0
20130104T,82.0,82.0,82.0,82.0,0
20130107T,82.0,82.0,82.0,82.0,0
20130108T,80.0,80.0,80.0,80.0,0
20130109T,81.0,81.0,81.0,81.0,0
20130110T,85.0,85.0,85.0,85.0,0
20130111T,85.0,85.0,85.0,85.0,0
20130114T,86.0,86.0,86.0,86.0,0
20130115T,89.0,89.0,89.0,89.0,0
20130116T,85.0,85.0,85.0,85.0,0
20130117T,86.0,86.0,86.0,86.0,0
20130118T,89.0,89.0,89.0,89.0,0
20130122T,89.0,89.0,89.0,89.0,0
20130123T,92.0,92.0,92.0,92.0,0
20130124T,92.0,92.0,92.0,92.0,0
20130125T,91.0,91.0,91.0,91.0,0
20130128T,93.0,93.0,93.0,93.0,0
20130129T,94.0,94.0,94.0,94.0,0
20130130T,93.0,93.0,93.0,93.0,0
20130131T,89.0,89.0,89.0,89.0,0
20130201T,88.0,88.0,88.0,88.0,0
20130204T,80.0,80.0,80.0,80.0,0
20130205T,88.0,88.0,88.0,88.0,0
20130206T,81.0,81.0,81.0,81.0,0
20130207T,85.0,85.0,85.0,85.0,0
20130208T,83.0,83.0,83.0,83.0,0
20130211T,82.0,82.0,82.0,82.0,0
20130212T,82.0,82.0,82.0,82.0,0
20130213T,83.0,83.0,83.0,83.0,0
20130214T,87.0,87.0,87.0,87.0,0
20130215T,84.0,84.0,84.0,84.0,0
20130219T,81.0,81.0,81.0,81.0,0
20130220T,79.0,79.0,79.0,79.0,0
20130221T,68.0,68.0,68.0,68.0,0
20130222T,78.0,78.0,78.0,78.0,0
20130225T,62.0,62.0,62.0,62.0,0
20130226T,61.0,61.0,61.0,61.0,0
20130227T,56.0,56.0,56.0,56.0,0
20130228T,61.0,61.0,61.0,61.0,0
20130301T,60.0,60.0,60.0,60.0,0
20130304T,60.0,60.0,60.0,60.0,0
20130305T,71.0,71.0,71.0,71.0,0
20130306T,69.0,69.0,69.0,69.0,0
20130307T,73.0,73.0,73.0,73.0,0
20130308T,82.0,82.0,82.0,82.0,0
20130311T,79.0,79.0,79.0,79.0,0
20130312T,77.0,77.0,77.0,77.0,0
20130313T,77.0,77.0,77.0,77.0,0
20130314T,79.0,79.0,79.0,79.0,0
20130315T,77.0,77.0,77.0,77.0,0
20130318T,70.0,70.0,70.0,70.0,0
20130319T,73.0,73.0,73.0,73.0,0
20130320T,69.0,69.0,69.0,69.0,0
20130321T,69.0,69.0,69.0,69.0,0
20130322T,69.0,69.0,69.0,69.0,0
20130325T,70.0,70.0,70.0,70.0,0
20130326T,68.0,68.0,68.0,68.0,0
20130327T,70.0,70.0,70.0,70.0,0
20130328T,72.0,72.0,72.0,72.0,0
20130401T,63.0,63.0,63.0,63.0,0
20130402T,63.0,63.0,63.0,63.0,0
20130403T,59.0,59.0,59.0,59.0,0
20130404T,55.0,55.0,55.0,55.0,0
20130405T,52.0,52.0,52.0,52.0,0
20130408T,53.0,53.0,53.0,53.0,0
20130409T,56.0,56.0,56.0,56.0,0
20130410T,56.0,56.0,56.0,56.0,0
20130411T,57.0,57.0,57.0,57.0,0
20130412T,57.0,57.0,57.0,57.0,0
20130415T,41.0,41.0,41.0,41.0,0
20130416T,52.0,52.0,52.0,52.0,0
20130417T,47.0,47.0,47.0,47.0,0
20130418T,35.0,35.0,35.0,35.0,0
20130419T,41.0,41.0,41.0,41.0,0
20130422T,42.0,42.0,42.0,42.0,0
20130423T,46.0,46.0,46.0,46.0,0
20130424T,48.0,48.0,48.0,48.0,0
20130425T,53.0,53.0,53.0,53.0,0
20130426T,53.0,53.0,53.0,53.0,0
20130429T,60.0,60.0,60.0,60.0,0
20130430T,61.0,61.0,61.0,61.0,0
20130501T,62.0,62.0,62.0,62.0,0
20130502T,63.0,63.0,63.0,63.0,0
20130503T,64.0,64.0,64.0,64.0,0
20130506T,73.0,73.0,73.0,73.0,0
20130507T,78.0,78.0,78.0,78.0,0
20130508T,77.0,77.0,77.0,77.0,0
20130509T,76.0,76.0,76.0,76.0,0
20130510T,77.0,77.0,77.0,77.0,0
20130513T,80.0,80.0,80.0,80.0,0
20130514T,86.0,86.0,86.0,86.0,0
20130515T,87.0,87.0,87.0,87.0,0
20130516T,85.0,85.0,85.0,85.0,0
20130517T,91.0,91.0,91.0,91.0,0
20130520T,83.0,83.0,83.0,83.0,0
20130521T,83.0,83.0,83.0,83.0,0
20130522T,83.0,83.0,83.0,83.0,0
20130523T,80.0,80.0,80.0,80.0,0
20130524T,75.0,75.0,75.0,75.0,0
20130528T,67.0,67.0,67.0,67.0,0
20130529T,66.0,66.0,66.0,66.0,0
20130530T,72.0,72.0,72.0,72.0,0
20130531T,60.0,60.0,60.0,60.0,0
20130603T,55.0,55.0,55.0,55.0,0
20130604T,48.0,48.0,48.0,48.0,0
